"","Plot","Plot.code","Classification","GS.Type","Site.Type","Site.Code","Genus.Code","Species.Code","Cultivar.Code","Species.Latin","DBH"
"3092","Loyola","2","Public","Row","S","S1038","SY","SYRE","SYRE","Syringa reticulata 'Ivory Silk'",14.5
"3093","Loyola","2","Public","Row","S","S1039","SY","SYRE","SYRE","Syringa reticulata 'Ivory Silk'",7.4
"3094","Loyola","2","Public","Row","S","S1041","SY","SYRE","SYRE","Syringa reticulata 'Ivory Silk'",5.5
"3095","Loyola","2","Public","Row","S","S1067","SY","SYRE","SYRE","Syringa reticulata 'Golden Eclipse'",18.6
"3096","Loyola","2","Public","Row","S","S1068","SY","SYRE","SYRE","Syringa reticulata",9.7
"3097","Loyola","2","Public","Row","S","S1070","SY","SYRE","SYRE","Syringa reticulata 'Ivory Silk'",18.7
"3098","Loyola","2","Public","Row","S","S1070","SY","SYRE","SYRE","Syringa reticulata 'Ivory Silk'",21.2
"3099","Loyola","2","Public","Row","S","S1070","SY","SYRE","SYRE","Syringa reticulata 'Ivory Silk'",22.6
"3100","Loyola","2","Public","Row","S","S1073","SY","SYRE","SYRE","Syringa reticulata 'Ivory Silk'",12.6
"3101","Loyola","2","Public","Row","S","S1074","SY","SYRE","SYRE","Syringa reticulata",5.4
"3102","Loyola","2","Public","Row","S","S1076","SY","SYRE","SYRE","Syringa reticulata 'Ivory Silk'",15.2
"3103","Loyola","2","Public","Row","S","S1084","SY","SYRE","SYRE","Syringa reticulata",85.9
"3104","Loyola","2","Public","Row","S","S1094","SY","SYRE","SYRE","Syringa reticulata 'Ivory Silk'",10.8
"3105","Loyola","2","Public","Row","S","S1094","SY","SYRE","SYRE","Syringa reticulata 'Ivory Silk'",13.4
"3106","Loyola","2","Private","Private","Y","Y1003","SY","SYRE","SYRE","Syringa Reticulata",12.6
"3107","Loyola","2","Private","Private","Y","Y1025","SY","SYRE","SYRE","Syringa Reticulata",10.5
"3108","Loyola","2","Private","Private","Y","Y1033","SY","SYRE","SYRE","Syringa Reticulata",20.1
"3109","Loyola","2","Private","Private","Y","Y1040","SY","SYRE","SYRE","Syringa Reticulata",17.6
"3110","Loyola","2","Private","Private","Y","Y1066","SY","SYRE","SYRE","Syringa Reticulata",15.8
"3111","Loyola","2","Private","Private","Y","Y1066","SY","SYRE","SYRE","Syringa Reticulata",59.9
"3112","Loyola","2","Private","Private","Y","Y1066","SY","SYRE","SYRE","Syringa Reticulata",39.6
"3113","Loyola","2","Private","Private","Y","Y1066","SY","SYRE","SYRE","Syringa Reticulata",52.3
"3114","Loyola","2","Private","Private","Y","Y1066","SY","SYRE","SYRE","Syringa Reticulata",16.1
"3115","Loyola","2","Private","Private","Y","Y1081","SY","SYRE","SYRE","Syringa Reticulata",36.4
"3116","Loyola","2","Public","Park","P","P1007","SY","SYVU","SYVU","Syngria Vulgaris",61.8
"3117","Loyola","2","Private","Inst","I","I1004","SY","SYVU","SYVU","Syringa Vulgaris",32.1
"3118","Loyola","2","Private","Inst","I","I1004","SY","SYVU","SYVU","Syringa Vulgaris",29.1
"3119","Loyola","2","Private","Inst","I","I1004","SY","SYVU","SYVU","Syringa Vulgaris",88.6
"3120","Loyola","2","Private","Inst","I","I1015","SY","SYVU","SYVU","Syringa Vulgaris",17.4
"3121","Loyola","2","Private","Inst","I","I1009","SY","SYVU","SYVU","Syringa Vulgaris",8.1
"3122","Loyola","2","Private","Inst","I","I1011","SY","SYVU","SYVU","Syringa Vulgaris",33.3
"3123","Loyola","2","Private","Inst","I","I1011","SY","SYVU","SYVU","Syringa Vulgaris",26.9
"3124","Loyola","2","Private","Inst","I","I1011","SY","SYVU","SYVU","Syringa Vulgaris",16.2
"3125","Loyola","2","Private","Inst","I","I1011","SY","SYVU","SYVU","Syringa Vulgaris",41.1
"3126","Loyola","2","Private","Inst","I","I1011","SY","SYVU","SYVU","Syringa Vulgaris",20.4
"3127","Loyola","2","Private","Inst","I","I1011","SY","SYVU","SYVU","Syringa Vulgaris",22.3
"3128","Loyola","2","Private","Inst","I","I1003","SY","SYVU","SYVU","Syringa Vulgaris",33.1
"3129","Loyola","2","Private","Inst","I","I1003","SY","SYVU","SYVU","Syringa Vulgaris",53.2
"3130","Loyola","2","Private","Inst","I","I1003","SY","SYVU","SYVU","Syringa Vulgaris",6.4
"3131","Loyola","2","Private","Inst","I","I1003","SY","SYVU","SYVU","Syringa Vulgaris",16.3
"3132","Loyola","2","Private","Inst","I","I1003","SY","SYVU","SYVU","Syringa Vulgaris",7.5
"3133","Loyola","2","Private","Inst","I","I1003","SY","SYVU","SYVU","Syringa Vulgaris",7.6
"3134","Loyola","2","Private","Inst","I","I1003","SY","SYVU","SYVU","Syringa Vulgaris",9.9
"3135","Loyola","2","Private","Inst","I","I1016","SY","SYVU","SYVU","Syngria Vulgaris",24.4
"3136","Loyola","2","Private","Inst","I","I1002","SY","SYVU","SYVU","Syringa Vulgaris",50.3
"3137","Loyola","2","Private","Inst","I","I1002","SY","SYVU","SYVU","Syringa Vulgaris",34.9
"3138","Loyola","2","Private","Inst","I","I1002","SY","SYVU","SYVU","Syringa Vulgaris",11.4
"3139","Loyola","2","Private","Private","Y","Y1001","SY","SYVU","SYVU","Syringa Vulgaris",15.8
"3140","Loyola","2","Private","Private","Y","Y1001","SY","SYVU","SYVU","Syngria Vulgaris",15.8
"3141","Loyola","2","Private","Private","Y","Y1006","SY","SYVU","SYVU","Syngria Vulgaris",11.5
"3142","Loyola","2","Private","Private","Y","Y1006","SY","SYVU","SYVU","Syngria Vulgaris",15.7
"3143","Loyola","2","Private","Private","Y","Y1008","SY","SYVU","SYVU","Syringa Vulgaris",35.7
"3144","Loyola","2","Private","Private","Y","Y1010","SY","SYVU","SYVU","Syringa Vulgaris",10.3
"3145","Loyola","2","Private","Private","Y","Y1012","SY","SYVU","SYVU","Syringa Vulgaris",21.6
"3146","Loyola","2","Private","Private","Y","Y1012","SY","SYVU","SYVU","Syringa Vulgaris",10.8
"3147","Loyola","2","Private","Private","Y","Y1012","SY","SYVU","SYVU","Syringa Vulgaris",11.5
"3148","Loyola","2","Private","Private","Y","Y1013","SY","SYVU","SYVU","Syngria Vulgaris",5.3
"3149","Loyola","2","Private","Private","Y","Y1015","SY","SYVU","SYVU","Syngria Vulgaris",46
"3150","Loyola","2","Private","Private","Y","Y1027","SY","SYVU","SYVU","Syringa Vulgaris",7.5
"3151","Loyola","2","Private","Private","Y","Y1032","SY","SYVU","SYVU","Syringa Vulgaris",13.8
"3152","Loyola","2","Private","Private","Y","Y1048","SY","SYVU","SYVU","Syringa Vulgaris",45.2
"3153","Loyola","2","Private","Private","Y","Y1048","SY","SYVU","SYVU","Syringa Vulgaris",33.9
"3154","Loyola","2","Private","Private","Y","Y1048","SY","SYVU","SYVU","Syringa Vulgaris",6.7
"3155","Loyola","2","Private","Private","Y","Y1049","SY","SYVU","SYVU","Syringa Vulgaris",65.8
"3156","Loyola","2","Private","Private","Y","Y1053","SY","SYVU","SYVU","Syringa Vulgaris",4.9
"3157","Loyola","2","Private","Private","Y","Y1054","SY","SYVU","SYVU","Syringa Vulgaris",22.4
"3158","Loyola","2","Private","Private","Y","Y1054","SY","SYVU","SYVU","Syringa Vulgaris",19.6
"3159","Loyola","2","Private","Private","Y","Y1054","SY","SYVU","SYVU","Syringa Vulgaris",30.4
"3160","Loyola","2","Private","Private","Y","Y1054","SY","SYVU","SYVU","Syngria Vulgaris",40.1
"3161","Loyola","2","Private","Private","Y","Y1057","SY","SYVU","SYVU","Syngria Vulgaris",39.5
"3162","Loyola","2","Private","Private","Y","Y1058","SY","SYVU","SYVU","Syngria Vulgaris",41.4
"3163","Loyola","2","Private","Private","Y","Y1060","SY","SYVU","SYVU","Syringa Vulgaris",33.4
"3164","Loyola","2","Private","Private","Y","Y1062","SY","SYVU","SYVU","Syringa Vulgaris",17.8
"3165","Loyola","2","Private","Private","Y","Y1062","SY","SYVU","SYVU","Syringa Vulgaris",12.3
"3166","Loyola","2","Private","Private","Y","Y1062","SY","SYVU","SYVU","Syringa Vulgaris",24.5
"3167","Loyola","2","Private","Private","Y","Y1064","SY","SYVU","SYVU","Syringa Vulgaris",8.5
"3168","Loyola","2","Private","Private","Y","Y1065","SY","SYVU","SYVU","Syringa Vulgaris",63.4
"3169","Loyola","2","Private","Private","Y","Y1067","SY","SYVU","SYVU","Syringa Vulgaris",17.4
"3170","Loyola","2","Private","Private","Y","Y1068","SY","SYVU","SYVU","Syringa Vulgaris",18.3
"3171","Loyola","2","Private","Private","Y","Y1069","SY","SYVU","SYVU","Syringa Vulgaris",56.3
"3172","Loyola","2","Private","Private","Y","Y1075","SY","SYVU","SYVU","Syngria Vulgaris",31.1
"3173","Loyola","2","Private","Private","Y","Y1075","SY","SYVU","SYVU","Syngria Vulgaris",17.3
"3174","Loyola","2","Private","Private","Y","Y1080","SY","SYVU","SYVU","Syngria Vulgaris",35.7
"3175","Loyola","2","Private","Private","Y","Y1082","SY","SYVU","SYVU","Syringa Vulgaris",20
"3176","Loyola","2","Private","Private","Y","Y1082","SY","SYVU","SYVU","Syringa Vulgaris",7.5
"3177","Loyola","2","Private","Private","Y","Y1082","SY","SYVU","SYVU","Syringa Vulgaris",9.9
"3178","Loyola","2","Private","Private","Y","Y1082","SY","SYVU","SYVU","Syringa Vulgaris",9.5
"3179","Loyola","2","Private","Private","Y","Y1085","SY","SYVU","SYVU","Syngria Vulgaris",5.1
"3180","Loyola","2","Private","Private","Y","Y1085","SY","SYVU","SYVU","Syringa Vulgaris",18
"3181","Loyola","2","Private","Private","Y","Y1086","SY","SYVU","SYVU","Syngria Vulgaris",32.8
"3182","Loyola","2","Private","Private","Y","Y1087","SY","SYVU","SYVU","Syngria Vulgaris",69.5
"3183","Loyola","2","Private","Private","Y","Y1089","SY","SYVU","SYVU","Syngria Vulgaris",29.3
"3184","Loyola","2","Public","Park","P","P1004","TA","TACA","TACA","Taxus Canadensis",30.3
"3185","Loyola","2","Public","Park","P","P1004","TA","TACA","TACA","Taxus Canadensis",51.4
"3186","Loyola","2","Public","Park","P","P1004","TA","TACA","TACA","Taxus Canadensis",56.1
"3187","Loyola","2","Public","Park","P","P1004","TA","TACA","TACA","Taxus Canadensis",31.1
"3188","Loyola","2","Public","Park","P","P1004","TA","TACA","TACA","Taxus Canadensis",47.3
"3189","Loyola","2","Private","Inst","I","I1002","TA","TACA","TACA","Taxus Canadensis",24.1
"3190","Loyola","2","Private","Inst","I","I1002","TA","TACA","TACA","Taxus Canadensis",43.1
"3191","Loyola","2","Private","Inst","I","I1002","TA","TACA","TACA","Taxus Canadensis",66.1
"3192","Loyola","2","Private","Inst","I","I1002","TA","TACA","TACA","Taxus Canadensis",12.2
"3193","Loyola","2","Private","Inst","I","I1002","TA","TACA","TACA","Taxus Canadensis",17.4
"3194","Loyola","2","Private","Inst","I","I1002","TA","TACA","TACA","Taxus Canadensis",7.7
"3195","Loyola","2","Private","Private","Y","Y1012","TA","TACA","TACA","Taxus Canadensis",13.9
"3196","Loyola","2","Private","Private","Y","Y1012","TA","TACA","TACA","Taxus Canadensis",7.3
"3197","Loyola","2","Private","Private","Y","Y1012","TA","TACA","TACA","Taxus Canadensis",8.2
"3198","Loyola","2","Private","Private","Y","Y1012","TA","TACA","TACA","Taxus Canadensis",7.2
"3199","Loyola","2","Private","Private","Y","Y1028","TA","TACA","TACA","Taxus Canadensis",16.4
"3200","Loyola","2","Private","Private","Y","Y1029","TA","TACA","TACA","Taxus Canadensis",6.4
"3201","Loyola","2","Private","Private","Y","Y1029","TA","TACA","TACA","Taxus Canadensis",6.5
"3202","Loyola","2","Private","Private","Y","Y1033","TA","TACA","TACA","Taxus Canadensis",20.4
"3203","Loyola","2","Private","Private","Y","Y1037","TA","TACA","TACA","Taxus Canadensis",7.8
"3204","Loyola","2","Private","Private","Y","Y1040","TA","TACA","TACA","Taxus Canadensis",18.2
"3205","Loyola","2","Private","Private","Y","Y1044","TA","TACA","TACA","Taxus Canadensis",5.6
"3206","Loyola","2","Private","Private","Y","Y1051","TA","TACA","TACA","Taxus Canadensis",8.7
"3207","Loyola","2","Private","Private","Y","Y1051","TA","TACA","TACA","Taxus Canadensis",7.3
"3208","Loyola","2","Private","Private","Y","Y1051","TA","TACA","TACA","Taxus Canadensis",10.1
"3209","Loyola","2","Private","Private","Y","Y1051","TA","TACA","TACA","Taxus Canadensis",8.3
"3210","Loyola","2","Private","Private","Y","Y1051","TA","TACA","TACA","Taxus Canadensis",5.1
"3211","Loyola","2","Private","Private","Y","Y1054","TA","TACA","TACA","Taxus Canadensis",18.4
"3212","Loyola","2","Private","Private","Y","Y1055","TA","TACA","TACA","Taxus Canadensis",8.5
"3213","Loyola","2","Private","Private","Y","Y1060","TA","TACA","TACA","Taxus Canadensis",15.9
"3214","Loyola","2","Private","Private","Y","Y1064","TA","TACA","TACA","Taxus Canadensis",56.8
"3215","Loyola","2","Private","Private","Y","Y1073","TA","TACA","TACA","Taxus Canadensis",21.6
"3216","Loyola","2","Private","Private","Y","Y1073","TA","TACA","TACA","Taxus Canadensis",27.4
"3217","Loyola","2","Private","Private","Y","Y1073","TA","TACA","TACA","Taxus Canadensis",56.3
"3218","Loyola","2","Private","Private","Y","Y1073","TA","TACA","TACA","Taxus Canadensis",39.9
"3219","Loyola","2","Private","Private","Y","Y1075","TA","TACA","TACA","Taxus Canadensis",30.1
"3220","Loyola","2","Private","Private","Y","Y1075","TA","TACA","TACA","Taxus Canadensis",14.6
"3221","Loyola","2","Private","Private","Y","Y1081","TA","TACA","TACA","Taxus Canadensis",12.8
"3222","Loyola","2","Private","Private","Y","Y1081","TA","TACA","TACA","Taxus Canadensis",11.4
"3223","Loyola","2","Private","Private","Y","Y1081","TA","TACA","TACA","Taxus Canadensis",4.8
"3224","Loyola","2","Private","Private","Y","Y1090","TA","TACA","TACA","Taxus Canadensis",13.4
"3225","Loyola","2","Private","Private","Y","Y1090","TA","TACA","TACA","Taxus Canadensis",17.9
"3226","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",12.3
"3227","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",12.3
"3228","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",12.6
"3229","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",13
"3230","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",13.3
"3231","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",13.5
"3232","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",14.3
"3233","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",14.3
"3234","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",14.3
"3235","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",14.3
"3236","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",14.3
"3237","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",14.4
"3238","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",14.6
"3239","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",14.6
"3240","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",15.3
"3241","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",15.4
"3242","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",15.7
"3243","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",16.2
"3244","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",16.3
"3245","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",16.3
"3246","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",16.4
"3247","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",16.4
"3248","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",16.4
"3249","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",16.5
"3250","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",16.7
"3251","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",17.3
"3252","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",17.3
"3253","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",17.5
"3254","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",17.7
"3255","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",18.2
"3256","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",18.3
"3257","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",18.3
"3258","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",18.4
"3259","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",18.6
"3260","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",19.3
"3261","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",19.7
"3262","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",19.8
"3263","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",20.2
"3264","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",20.3
"3265","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",20.5
"3266","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",21.1
"3267","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",21.3
"3268","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",21.5
"3269","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",22.3
"3270","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",23
"3271","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",23.4
"3272","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",24.3
"3273","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",24.9
"3274","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",25.1
"3275","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",25.3
"3276","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",25.4
"3277","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",25.6
"3278","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",25.6
"3279","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",25.7
"3280","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",26
"3281","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",26.2
"3282","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",26.3
"3283","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",26.4
"3284","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",26.8
"3285","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",27.5
"3286","Loyola","2","Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",32.1
"3287","Loyola","2","Public","Park","P","P1002","TH","THOC","THOC","Thuja Occidentalis",10.6
"3288","Loyola","2","Public","Park","P","P1004","TH","THOC","THOC","Thuja Occidentalis",10.7
"3289","Loyola","2","Public","Park","P","P1004","TH","THOC","THOC","Thuja Occidentalis",13.9
"3290","Loyola","2","Public","Park","P","P1004","TH","THOC","THOC","Thuja Occidentalis",16.8
"3291","Loyola","2","Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",14.1
"3292","Loyola","2","Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",16.5
"3293","Loyola","2","Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",17.2
"3294","Loyola","2","Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",21.4
"3295","Loyola","2","Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",23.2
"3296","Loyola","2","Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",23.6
"3297","Loyola","2","Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",26.3
"3298","Loyola","2","Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",27.8
"3299","Loyola","2","Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",34.1
"3300","Loyola","2","Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",34.1
"3301","Loyola","2","Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",35.7
"3302","Loyola","2","Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",39.6
"3303","Loyola","2","Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",46.8
"3304","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",5.2
"3305","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",5.2
"3306","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",5.5
"3307","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",5.5
"3308","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",5.5
"3309","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",6
"3310","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",6
"3311","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",6
"3312","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",6.2
"3313","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",6.2
"3314","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",6.3
"3315","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",6.3
"3316","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",6.4
"3317","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",6.8
"3318","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",6.9
"3319","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",7
"3320","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",7
"3321","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",7.3
"3322","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",7.3
"3323","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",7.4
"3324","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",7.4
"3325","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",7.5
"3326","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",7.8
"3327","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",8
"3328","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",8.2
"3329","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",8.6
"3330","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",8.6
"3331","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",8.7
"3332","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",9
"3333","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",9.1
"3334","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",9.2
"3335","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",9.5
"3336","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",9.8
"3337","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",11.6
"3338","Loyola","2","Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",17.2
"3339","Loyola","2","Private","Inst","I","I1012","TH","THOC","THOC","Thuja Occidentalis",10.7
"3340","Loyola","2","Private","Inst","I","I1012","TH","THOC","THOC","Thuja Occidentalis",6.8
"3341","Loyola","2","Private","Inst","I","I1012","TH","THOC","THOC","Thuja Occidentalis",10.1
"3342","Loyola","2","Private","Inst","I","I1012","TH","THOC","THOC","Thuja Occidentalis",9.7
"3343","Loyola","2","Private","Inst","I","I1012","TH","THOC","THOC","Thuja Occidentalis",9.6
"3344","Loyola","2","Private","Inst","I","I1004","TH","THOC","THOC","Thuja Occidentalis",68.7
"3345","Loyola","2","Private","Inst","I","I1004","TH","THOC","THOC","Thuja Occidentalis",59.9
"3346","Loyola","2","Private","Inst","I","I1004","TH","THOC","THOC","Thuja Occidentalis",26.3
"3347","Loyola","2","Private","Inst","I","I1004","TH","THOC","THOC","Thuja Occidentalis",20
"3348","Loyola","2","Private","Inst","I","I1004","TH","THOC","THOC","Thuja Occidentalis",6.7
"3349","Loyola","2","Private","Inst","I","I1004","TH","THOC","THOC","Thuja Occidentalis",9.6
"3350","Loyola","2","Private","Inst","I","I1004","TH","THOC","THOC","Thuja Occidentalis",8.8
"3351","Loyola","2","Private","Inst","I","I1004","TH","THOC","THOC","Thuja Occidentalis",10
"3352","Loyola","2","Private","Inst","I","I1004","TH","THOC","THOC","Thuja Occidentalis",11.1
"3353","Loyola","2","Private","Inst","I","I1004","TH","THOC","THOC","Thuja Occidentalis",4.5
"3354","Loyola","2","Private","Inst","I","I1001","TH","THOC","THOC","Thuja Occidentalis",11.8
"3355","Loyola","2","Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",17.4
"3356","Loyola","2","Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",29.3
"3357","Loyola","2","Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",24.3
"3358","Loyola","2","Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",19.7
"3359","Loyola","2","Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",26.1
"3360","Loyola","2","Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",28.2
"3361","Loyola","2","Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",31.4
"3362","Loyola","2","Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",22.9
"3363","Loyola","2","Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",14.3
"3364","Loyola","2","Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",13.2
"3365","Loyola","2","Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",16.1
"3366","Loyola","2","Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",14.6
