"","fid","Sample.Site","Site.Code","Species.Code","Species.Latin","Genus","Latitude","Longitude","DBH","DBH.Round","Basal.Area","Subsite.Code","GS.Type","Classification","Index","Cultivar.Code","Genus.Code","Site.Type","Site.number"
"2470","1958","N/A","S43","PHAM","Phellodendron amurensis 'Macho'","Phellodendron","-73.637971","45.460924",4.9,5,0.0019625,"S43","Row","Public",2470,"PHAM","PH","S","43"
"2471","1090","N/A","S43","QUMA","Quercus macrocarpa","Quercus","-73.638055","45.460965",12.8,13,0.0132665,"S43","Row","Public",2471,"QUMA","QU","S","43"
"2472","1759","N/A","S43","TICO","Tilia cordata","Tilia","-73.638177","45.460997",53.9,54,0.228906,"S43","Row","Public",2472,"TICO","TI","S","43"
"2473","1760","N/A","S43","TICO","Tilia cordata","Tilia","-73.638276","45.461037",137.4,137,1.4733665,"S43","Row","Public",2473,"TICO","TI","S","43"
"2474","1761","N/A","S43","TICO","Tilia cordata","Tilia","-73.638393","45.461086",85.3,85,0.5671625,"S43","Row","Public",2474,"TICO","TI","S","43"
"2475","3453","N/A","S43","CEOC","Celtis occidentalis","Celtis","-73.638537","45.46114",38.3,38,0.113354,"S43","Row","Public",2475,"CEOC","CE","S","43"
"2476","1762","N/A","S43","TICO","Tilia cordata","Tilia","-73.638997","45.46132",85.4,85,0.5671625,"S43","Row","Public",2476,"TICO","TI","S","43"
"2477","2255","N/A","S43","ACPL","Acer platanoides","Acer","-73.639055","45.461342",53.9,54,0.228906,"S43","Row","Public",2477,"ACPL","AC","S","43"
"2478","1763","N/A","S43","TICO","Tilia cordata","Tilia","-73.639179","45.461391",62.1,62,0.301754,"S43","Row","Public",2478,"TICO","TI","S","43"
"2479","1466","N/A","S43","QUROFA","Quercus robur 'Fastigiata'","Quercus","-73.63923","45.461411",22.1,22,0.037994,"S43","Row","Public",2479,"QUROFA","QU","S","43"
"2480","1764","N/A","S43","TICO","Tilia cordata","Tilia","-73.63662","45.460387",47.5,48,0.180864,"S43","Row","Public",2480,"TICO","TI","S","43"
"2481","2257","N/A","S43","ACPL","Acer platanoides","Acer","-73.636512","45.460335",25.9,26,0.053066,"S43","Row","Public",2481,"ACPL","AC","S","43"
"2482","1293","N/A","S44","AEHI","Aesculus hippocastanum","Aesculus","-73.642767","45.462813",76.5,77,0.4654265,"S44","Row","Public",2482,"AEHI","AE","S","44"
"2483","2969","N/A","S44","ACSA","Acer saccharinum","Acer","-73.642934","45.462862",76.9,77,0.4654265,"S44","Row","Public",2483,"ACSA","AC","S","44"
"2484","1415","N/A","S44","ACPL","Acer platanoides 'Emerald Queen'","Acer","-73.643026","45.462899",13.7,14,0.015386,"S44","Row","Public",2484,"ACPL","AC","S","44"
"2485","3345","N/A","S44","PIPU","Picea pungens","Picea","-73.643248","45.462982",33.1,33,0.0854865,"S44","Row","Public",2485,"PIPU","PI","S","44"
"2486","1765","N/A","S44","TICO","Tilia cordata","Tilia","-73.643394","45.463046",73.5,74,0.429866,"S44","Row","Public",2486,"TICO","TI","S","44"
"2487","1766","N/A","S44","TICO","Tilia cordata","Tilia","-73.643503","45.463082",77.1,77,0.4654265,"S44","Row","Public",2487,"TICO","TI","S","44"
"2488","1416","N/A","S44","ACPL","Acer platanoides 'Emerald Queen'","Acer","-73.643628","45.463141",31.3,31,0.0754385,"S44","Row","Public",2488,"ACPL","AC","S","44"
"2489","2022","N/A","S44","GLTR","Gleditsia triacanthos 'Northern Acclaim'","Gleditsia","-73.6438","45.463208",6.6,7,0.0038465,"S44","Row","Public",2489,"GLTR","GL","S","44"
"2490","1417","N/A","S44","ACPL","Acer platanoides 'Emerald Queen'","Acer","-73.643939","45.463257",24.2,24,0.045216,"S44","Row","Public",2490,"ACPL","AC","S","44"
"2491","2258","N/A","S44","ACPL","Acer platanoides","Acer","-73.644071","45.463315",67,67,0.3523865,"S44","Row","Public",2491,"ACPL","AC","S","44"
"2492","3403","N/A","S44","ACPL","Acer platanoides 'Columnare'","Acer","-73.644176","45.463356",29.8,30,0.07065,"S44","Row","Public",2492,"ACPL","AC","S","44"
"2493","2259","N/A","S44","ACPL","Acer platanoides","Acer","-73.644432","45.46345",76.6,77,0.4654265,"S44","Row","Public",2493,"ACPL","AC","S","44"
"2494","2446","N/A","S44","PRMAJE","Prunus maakii 'Jefree' (Goldrush TM)","Prunus","-73.64467","45.463551",7.8,8,0.005024,"S44","Row","Public",2494,"PRMAJE","PR","S","44"
"2495","1458","N/A","S44","PIPU","Picea pungens 'Glauca'","Picea","-73.644784","45.463589",31.4,31,0.0754385,"S44","Row","Public",2495,"PIPU","PI","S","44"
"2496","2260","N/A","S44","ACPL","Acer platanoides","Acer","-73.644955","45.463661",61.9,62,0.301754,"S44","Row","Public",2496,"ACPL","AC","S","44"
"2497","3347","N/A","S44","PIPU","Picea pungens","Picea","-73.645116","45.463719",50,50,0.19625,"S44","Row","Public",2497,"PIPU","PI","S","44"
"2498","1280","N/A","S44","ACPLCK","Acer platanoides 'Crimson King'","Acer","-73.645236","45.463768",36.5,37,0.1074665,"S44","Row","Public",2498,"ACPLCK","AC","S","44"
"2499","1767","N/A","S44","TICO","Tilia cordata","Tilia","-73.645503","45.463876",57.8,58,0.264074,"S44","Row","Public",2499,"TICO","TI","S","44"
"2500","1768","N/A","S44","TICO","Tilia cordata","Tilia","-73.645781","45.463979",54.4,54,0.228906,"S44","Row","Public",2500,"TICO","TI","S","44"
"2501","3299","N/A","S44","QUAL","Quercus alba","Quercus","-73.645384","45.463827",4.9,5,0.0019625,"S44","Row","Public",2501,"QUAL","QU","S","44"
"2502","2261","N/A","S44","ACPL","Acer platanoides","Acer","-73.642673","45.462773",64.1,64,0.321536,"S44","Row","Public",2502,"ACPL","AC","S","44"
"2503","2732","N/A","S44","ULPU","Ulmus pumila","Ulmus","-73.642744","45.4628",36.4,36,0.101736,"S44","Row","Public",2503,"ULPU","UL","S","44"
"2504","2262","N/A","S44","ACPL","Acer platanoides","Acer","-73.642515","45.46271",74.7,75,0.4415625,"S44","Row","Public",2504,"ACPL","AC","S","44"
"2505","3002","N/A","S45","ACSA","Acer saccharinum","Acer","-73.639621","45.461562",97.3,97,0.7386065,"S45","Row","Public",2505,"ACSA","AC","S","45"
"2506","1818","N/A","S45","TICO","Tilia cordata","Tilia","-73.640053","45.461728",63.6,64,0.321536,"S45","Row","Public",2506,"TICO","TI","S","45"
"2507","3003","N/A","S45","ACSA","Acer saccharinum","Acer","-73.640246","45.461795",107.5,108,0.915624,"S45","Row","Public",2507,"ACSA","AC","S","45"
"2508","3004","N/A","S45","ACSA","Acer saccharinum","Acer","-73.640325","45.46184",104,104,0.849056,"S45","Row","Public",2508,"ACSA","AC","S","45"
"2509","1819","N/A","S45","TICO","Tilia cordata","Tilia","-73.6405","45.461903",75.7,76,0.453416,"S45","Row","Public",2509,"TICO","TI","S","45"
"2510","3310","N/A","S45","BEAL","Betula alleghaniensis","Betula","-73.64067","45.461975",9.5,10,0.00785,"S45","Row","Public",2510,"BEAL","BE","S","45"
"2511","2145","N/A","S45","TICO","Tilia cordata","Tilia","-73.640759","45.462015",66.6,67,0.3523865,"S45","Row","Public",2511,"TICO","TI","S","45"
"2512","1789","N/A","S45","TICO","Tilia cordata","Tilia","-73.640924","45.462069",76.4,76,0.453416,"S45","Row","Public",2512,"TICO","TI","S","45"
"2513","1328","N/A","S45","ACPL","Acer platanoides 'Deborah'","Acer","-73.641115","45.462149",24.2,24,0.045216,"S45","Row","Public",2513,"ACPL","AC","S","45"
"2514","1790","N/A","S45","TICO","Tilia cordata","Tilia","-73.641243","45.462208",67.5,68,0.362984,"S45","Row","Public",2514,"TICO","TI","S","45"
"2515","1791","N/A","S45","TICO","Tilia cordata","Tilia","-73.641378","45.462253",73.7,74,0.429866,"S45","Row","Public",2515,"TICO","TI","S","45"
"2516","1792","N/A","S45","TICO","Tilia cordata","Tilia","-73.64151","45.462302",61.6,62,0.301754,"S45","Row","Public",2516,"TICO","TI","S","45"
"2517","3331","N/A","S45","CTSP","Catalpa speciosa","Catalpa","-73.64157","45.462342",56.7,57,0.2550465,"S45","Row","Public",2517,"CTSP","CT","S","45"
"2518","1793","N/A","S45","TICO","Tilia cordata","Tilia","-73.641701","45.462374",82,82,0.527834,"S45","Row","Public",2518,"TICO","TI","S","45"
"2519","1942","N/A","S45","GIBI","Ginkgo biloba","Gingko","-73.641818","45.462441",42.9,43,0.1451465,"S45","Row","Public",2519,"GIBI","GI","S","45"
"2520","1147","N/A","S45","PRVI","Prunus virginiana","Prunus","-73.6421","45.46254",18.9,19,0.0283385,"S45","Row","Public",2520,"PRVI","PR","S","45"
"2521","3720","N/A","S46","ACSA","Acer saccharinum","Acer","-73.633165","45.458829",83.5,84,0.553896,"S46","Row","Public",2521,"ACSA","AC","S","46"
"2522","2982","N/A","S46","ACSA","Acer saccharinum","Acer","-73.633444","45.458942",74.5,75,0.4415625,"S46","Row","Public",2522,"ACSA","AC","S","46"
"2523","3297","N/A","S46","ULAM","Ulmus americana","Ulmus","-73.633481","45.458959",14.4,14,0.015386,"S46","Row","Public",2523,"ULAM","UL","S","46"
"2524","3397","N/A","S46","MABA","Malus baccata 'Columnaris'","Malus","-73.633652","45.459018",15.4,15,0.0176625,"S46","Row","Public",2524,"MABA","MA","S","46"
"2525","2983","N/A","S46","ACSA","Acer saccharinum","Acer","-73.633733","45.459049",84.7,85,0.5671625,"S46","Row","Public",2525,"ACSA","AC","S","46"
"2526","2984","N/A","S46","ACSA","Acer saccharinum","Acer","-73.633896","45.459112",104.1,104,0.849056,"S46","Row","Public",2526,"ACSA","AC","S","46"
"2527","2595","N/A","S46","QURU","Quercus rubra","Quercus","-73.634018","45.459162",19.4,19,0.0283385,"S46","Row","Public",2527,"QURU","QU","S","46"
"2528","3398","N/A","S46","MABA","Malus baccata 'Columnaris'","Malus","-73.634199","45.459224",22.5,23,0.0415265,"S46","Row","Public",2528,"MABA","MA","S","46"
"2529","2985","N/A","S46","ACSA","Acer saccharinum","Acer","-73.634324","45.459278",83.5,84,0.553896,"S46","Row","Public",2529,"ACSA","AC","S","46"
"2530","2986","N/A","S46","ACSA","Acer saccharinum","Acer","-73.634419","45.459309",89.8,90,0.63585,"S46","Row","Public",2530,"ACSA","AC","S","46"
"2531","2263","N/A","S46","ACPL","Acer platanoides","Acer","-73.634634","45.45939",63.8,64,0.321536,"S46","Row","Public",2531,"ACPL","AC","S","46"
"2532","2987","N/A","S46","ACSA","Acer saccharinum","Acer","-73.634554","45.459372",86.3,86,0.580586,"S46","Row","Public",2532,"ACSA","AC","S","46"
"2533","3332","N/A","S46","CTSP","Catalpa speciosa","Catalpa","-73.634744","45.459435",78,78,0.477594,"S46","Row","Public",2533,"CTSP","CT","S","46"
"2534","1061","N/A","S46","AMGR","Amelanchier x grandiflora 'Autumn Brillance'","Amelanchier","-73.634815","45.459462",5.6,6,0.002826,"S46","Row","Public",2534,"AMGR","AM","S","46"
"2535","2023","N/A","S46","GLTR","Gleditsia triacanthos 'Northern Acclaim'","Gleditsia","-73.634959","45.45952",4.6,5,0.0019625,"S46","Row","Public",2535,"GLTR","GL","S","46"
"2536","2989","N/A","S46","ACSA","Acer saccharinum","Acer","-73.63509","45.45957",79.3,79,0.4899185,"S46","Row","Public",2536,"ACSA","AC","S","46"
"2537","2990","N/A","S46","ACSA","Acer saccharinum","Acer","-73.635343","45.459664",72.7,73,0.4183265,"S46","Row","Public",2537,"ACSA","AC","S","46"
"2538","3188","N/A","S46","GLTR","Gleditsia triacanthos 'Sunburst'","Gleditsia","-73.635265","45.459637",17,17,0.0226865,"S46","Row","Public",2538,"GLTR","GL","S","46"
"2539","3404","N/A","S46","ACPL","Acer platanoides 'Columnare'","Acer","-73.635678","45.459795",15.1,15,0.0176625,"S46","Row","Public",2539,"ACPL","AC","S","46"
"2540","2452","N/A","S46","QURO","Quercus robur 'Crimson Spire'","Quercus","-73.632773","45.458636",15.8,16,0.020096,"S46","Row","Public",2540,"QURO","QU","S","46"
"2541","2689","N/A","S46","GLTR","Gleditsia triacanthos 'Shademaster'","Gleditsia","-73.632845","45.458666",11,11,0.0094985,"S46","Row","Public",2541,"GLTR","GL","S","46"
"2542","1343","N/A","S46","ACPL","Acer platanoides 'Deborah'","Acer","-73.636015","45.459888",35.7,36,0.101736,"S46","Row","Public",2542,"ACPL","AC","S","46"
"2543","1794","N/A","S47","TICO","Tilia cordata","Tilia","-73.637006","45.460373",76.3,76,0.453416,"S47","Row","Public",2543,"TICO","TI","S","47"
"2544","1437","N/A","S47","MASY","Malus sylvestris","Malus","-73.637199","45.460452",22.9,23,0.0415265,"S47","Row","Public",2544,"MASY","MA","S","47"
"2545","1960","N/A","S47","MGKO","Magnolia kobus","Magnolia","-73.637171","45.46044",30.1,30,0.07065,"S47","Row","Public",2545,"MGKO","MG","S","47"
"2546","2991","N/A","S47","ACSA","Acer saccharinum","Acer","-73.637332","45.460494",92.2,92,0.664424,"S47","Row","Public",2546,"ACSA","AC","S","47"
"2547","2992","N/A","S47","ACSA","Acer saccharinum","Acer","-73.637419","45.460536",85.1,85,0.5671625,"S47","Row","Public",2547,"ACSA","AC","S","47"
"2548","1795","N/A","S47","TICO","Tilia cordata","Tilia","-73.637508","45.460561",47.2,47,0.1734065,"S47","Row","Public",2548,"TICO","TI","S","47"
"2549","1796","N/A","S47","TICO","Tilia cordata","Tilia","-73.637651","45.460615",67.1,67,0.3523865,"S47","Row","Public",2549,"TICO","TI","S","47"
"2550","1797","N/A","S47","TICO","Tilia cordata","Tilia","-73.63805","45.460781",50.7,51,0.2041785,"S47","Row","Public",2550,"TICO","TI","S","47"
"2551","1418","N/A","S47","ACPL","Acer platanoides 'Emerald Queen'","Acer","-73.638137","45.460821",34.6,35,0.0961625,"S47","Row","Public",2551,"ACPL","AC","S","47"
"2552","1798","N/A","S47","TICO","Tilia cordata","Tilia","-73.638288","45.46088",58.7,59,0.2732585,"S47","Row","Public",2552,"TICO","TI","S","47"
"2553","1799","N/A","S47","TICO","Tilia cordata","Tilia","-73.638454","45.460942",68.9,69,0.3737385,"S47","Row","Public",2553,"TICO","TI","S","47"
"2554","1800","N/A","S47","TICO","Tilia cordata","Tilia","-73.638654","45.461028",97.2,97,0.7386065,"S47","Row","Public",2554,"TICO","TI","S","47"
"2555","1344","N/A","S47","ACPL","Acer platanoides 'Deborah'","Acer","-73.638744","45.461059",23.3,23,0.0415265,"S47","Row","Public",2555,"ACPL","AC","S","47"
"2556","3897","N/A","S47","SOXA","Sorbus xanthocarpa","Sorbus","-73.638872","45.461104",7.5,8,0.005024,"S47","Row","Public",2556,"SOXA","SO","S","47"
"2557","2704","N/A","S47","SOAU","Sorbus aucuparia 'Rossica'","Sorbus","-73.638989","45.461158",10.2,10,0.00785,"S47","Row","Public",2557,"SOAU","SO","S","47"
"2558","1801","N/A","S47","TICO","Tilia cordata","Tilia","-73.639318","45.461288",53.1,53,0.2205065,"S47","Row","Public",2558,"TICO","TI","S","47"
"2559","1802","N/A","S47","TICO","Tilia cordata","Tilia","-73.639137","45.461211",69.5,70,0.38465,"S47","Row","Public",2559,"TICO","TI","S","47"
"2560","2409","N/A","S47","ACPL","Acer platanoides 'Columnarbroad'","Acer","-73.636755","45.460274",21.6,22,0.037994,"S47","Row","Public",2560,"ACPL","AC","S","47"
"2561","2264","N/A","S47","ACPL","Acer platanoides","Acer","-73.636665","45.460247",16.3,16,0.020096,"S47","Row","Public",2561,"ACPL","AC","S","47"
"2562","2265","N/A","S47","ACPL","Acer platanoides","Acer","-73.636828","45.460312",29.7,30,0.07065,"S47","Row","Public",2562,"ACPL","AC","S","47"
"2563","1803","N/A","S48","TICO","Tilia cordata","Tilia","-73.643","45.462727",62.5,63,0.3115665,"S48","Row","Public",2563,"TICO","TI","S","48"
"2564","1804","N/A","S48","TICO","Tilia cordata","Tilia","-73.643181","45.462799",58,58,0.264074,"S48","Row","Public",2564,"TICO","TI","S","48"
"2565","1345","N/A","S48","ACPL","Acer platanoides 'Deborah'","Acer","-73.643299","45.462844",38.1,38,0.113354,"S48","Row","Public",2565,"ACPL","AC","S","48"
"2566","1053","N/A","S48","ACFR","Acer x freemanii 'Autumn Blaze'","Acer","-73.643435","45.462893",12.7,13,0.0132665,"S48","Row","Public",2566,"ACFR","AC","S","48"
"2567","1269","N/A","S48","MACO","Malus coronaria","Malus","-73.643681","45.462992",41,41,0.1319585,"S48","Row","Public",2567,"MACO","MA","S","48"
"2568","1270","N/A","S48","MACO","Malus coronaria","Malus","-73.643732","45.463014",40.9,41,0.1319585,"S48","Row","Public",2568,"MACO","MA","S","48"
"2569","1806","N/A","S48","TICO","Tilia cordata","Tilia","-73.643905","45.463073",54.9,55,0.2374625,"S48","Row","Public",2569,"TICO","TI","S","48"
"2570","1807","N/A","S48","TICO","Tilia cordata","Tilia","-73.644065","45.463145",65.4,65,0.3316625,"S48","Row","Public",2570,"TICO","TI","S","48"
"2571","1814","N/A","S48","TICO","Tilia cordata","Tilia","-73.64417","45.463185",53.6,54,0.228906,"S48","Row","Public",2571,"TICO","TI","S","48"
"2572","1815","N/A","S48","TICO","Tilia cordata","Tilia","-73.644265","45.463221",46.4,46,0.166106,"S48","Row","Public",2572,"TICO","TI","S","48"
"2573","2993","N/A","S48","ACSA","Acer saccharinum","Acer","-73.644461","45.463301",52.3,52,0.212264,"S48","Row","Public",2573,"ACSA","AC","S","48"
"2574","2994","N/A","S48","ACSA","Acer saccharinum","Acer","-73.64453","45.463319",56.7,57,0.2550465,"S48","Row","Public",2574,"ACSA","AC","S","48"
"2575","1921","N/A","S48","TICO","Tilia cordata","Tilia","-73.644662","45.463373",63.3,63,0.3115665,"S48","Row","Public",2575,"TICO","TI","S","48"
"2576","1051","N/A","S48","PNNI","Pinus nigra 'Austriaca'","Pinus","-73.644823","45.463439",20.3,20,0.0314,"S48","Row","Public",2576,"PNNI","PN","S","48"
"2577","1922","N/A","S48","TICO","Tilia cordata","Tilia","-73.644937","45.463481",57.6,58,0.264074,"S48","Row","Public",2577,"TICO","TI","S","48"
"2578","1923","N/A","S48","TICO","Tilia cordata","Tilia","-73.645197","45.463579",64.7,65,0.3316625,"S48","Row","Public",2578,"TICO","TI","S","48"
"2579","1924","N/A","S48","TICO","Tilia cordata","Tilia","-73.645327","45.463633",52.7,53,0.2205065,"S48","Row","Public",2579,"TICO","TI","S","48"
"2580","1925","N/A","S48","TICO","Tilia cordata","Tilia","-73.645461","45.463687",47.8,48,0.180864,"S48","Row","Public",2580,"TICO","TI","S","48"
"2581","1926","N/A","S48","TICO","Tilia cordata","Tilia","-73.645621","45.463754",66.5,67,0.3523865,"S48","Row","Public",2581,"TICO","TI","S","48"
"2582","1420","N/A","S48","ACPL","Acer platanoides 'Emerald Queen'","Acer","-73.645772","45.463816",26,26,0.053066,"S48","Row","Public",2582,"ACPL","AC","S","48"
"2583","1927","N/A","S48","TICO","Tilia cordata","Tilia","-73.642705","45.462611",56.7,57,0.2550465,"S48","Row","Public",2583,"TICO","TI","S","48"
"2584","1928","N/A","S48","TICO","Tilia cordata","Tilia","-73.642839","45.462665",57.7,58,0.264074,"S48","Row","Public",2584,"TICO","TI","S","48"
"2585","1346","N/A","S49","ACPL","Acer platanoides 'Deborah'","Acer","-73.640099","45.461588",32.1,32,0.080384,"S49","Row","Public",2585,"ACPL","AC","S","49"
"2586","1929","N/A","S49","TICO","Tilia cordata","Tilia","-73.640358","45.461687",62.7,63,0.3115665,"S49","Row","Public",2586,"TICO","TI","S","49"
"2587","2151","N/A","S49","TICO","Tilia cordata","Tilia","-73.640458","45.461732",55.1,55,0.2374625,"S49","Row","Public",2587,"TICO","TI","S","49"
"2588","2997","N/A","S49","ACSA","Acer saccharinum","Acer","-73.640618","45.46179",64,64,0.321536,"S49","Row","Public",2588,"ACSA","AC","S","49"
"2589","3049","N/A","S49","ACSA","Acer saccharinum","Acer","-73.640736","45.461848",55.2,55,0.2374625,"S49","Row","Public",2589,"ACSA","AC","S","49"
"2590","4460","N/A","S49","TICO","Tilia cordata","Tilia","-73.640853","45.461889",53.5,54,0.228906,"S49","Row","Public",2590,"TICO","TI","S","49"
"2591","1838","N/A","S49","TICO","Tilia cordata","Tilia","-73.641048","45.461965",66.5,67,0.3523865,"S49","Row","Public",2591,"TICO","TI","S","49"
"2592","1839","N/A","S49","TICO","Tilia cordata","Tilia","-73.641216","45.462037",55.3,55,0.2374625,"S49","Row","Public",2592,"TICO","TI","S","49"
"2593","1840","N/A","S49","TICO","Tilia cordata","Tilia","-73.641312","45.462073",71.9,72,0.406944,"S49","Row","Public",2593,"TICO","TI","S","49"
"2594","1841","N/A","S49","TICO","Tilia cordata","Tilia","-73.641584","45.46218",63.4,63,0.3115665,"S49","Row","Public",2594,"TICO","TI","S","49"
"2595","1842","N/A","S49","TICO","Tilia cordata","Tilia","-73.641705","45.46223",71.1,71,0.3957185,"S49","Row","Public",2595,"TICO","TI","S","49"
"2596","2266","N/A","S49","ACPL","Acer platanoides","Acer","-73.641832","45.462279",69,69,0.3737385,"S49","Row","Public",2596,"ACPL","AC","S","49"
"2597","2503","N/A","S50","FRPE","Fraxinus pennsylvanica","Fraxinus","-73.628168","45.461085",58,58,0.264074,"S50","Row","Public",2597,"FRPE","FR","S","50"
"2598","2504","N/A","S50","FRPE","Fraxinus pennsylvanica","Fraxinus","-73.628863","45.461358",45.9,46,0.166106,"S50","Row","Public",2598,"FRPE","FR","S","50"
"2599","2424","N/A","S50","FRPE","Fraxinus pennsylvanica 'Prairies Spires'","Fraxinus","-73.629168","45.461477",20,20,0.0314,"S50","Row","Public",2599,"FRPE","FR","S","50"
"2600","3050","N/A","S50","ACSA","Acer saccharinum","Acer","-73.629408","45.461574",85.4,85,0.5671625,"S50","Row","Public",2600,"ACSA","AC","S","50"
"2601","2425","N/A","S50","FRPE","Fraxinus pennsylvanica 'Prairies Spires'","Fraxinus","-73.629694","45.461683",22.6,23,0.0415265,"S50","Row","Public",2601,"FRPE","FR","S","50"
"2602","1271","N/A","S50","MABA","Malus 'Red Jade'","Malus","-73.630282","45.461919",23.5,24,0.045216,"S50","Row","Public",2602,"MABA","MA","S","50"
"2603","3926","N/A","S50","FRPE","Fraxinus pennsylvanica 'Summit'","Fraxinus","-73.63053","45.462004",26.9,27,0.0572265,"S50","Row","Public",2603,"FRPE","FR","S","50"
"2604","2427","N/A","S50","FRPE","Fraxinus pennsylvanica 'Prairies Spires'","Fraxinus","-73.630674","45.462063",20.9,21,0.0346185,"S50","Row","Public",2604,"FRPE","FR","S","50"
"2605","3405","N/A","S50","ACPL","Acer platanoides 'Columnare'","Acer","-73.630769","45.462103",36.7,37,0.1074665,"S50","Row","Public",2605,"ACPL","AC","S","50"
"2606","2267","N/A","S36","ACPL","Acer platanoides","Acer","-73.631229","45.462283",37.8,38,0.113354,"S36","Row","Public",2606,"ACPL","AC","S","36"
"2607","1943","N/A","S51","GIBI","Ginkgo biloba","Gingko","-73.640707","45.465668",22.9,23,0.0415265,"S51","Row","Public",2607,"GIBI","GI","S","51"
"2608","1944","N/A","S51","GIBI","Ginkgo biloba","Gingko","-73.640873","45.465727",25.3,25,0.0490625,"S51","Row","Public",2608,"GIBI","GI","S","51"
"2609","2268","N/A","S51","ACPL","Acer platanoides","Acer","-73.641148","45.465839",63.4,63,0.3115665,"S51","Row","Public",2609,"ACPL","AC","S","51"
"2610","2269","N/A","S51","ACPL","Acer platanoides","Acer","-73.641267","45.465884",76.5,77,0.4654265,"S51","Row","Public",2610,"ACPL","AC","S","51"
"2611","3927","N/A","S51","FRPE","Fraxinus pennsylvanica 'Summit'","Fraxinus","-73.641415","45.465951",26.3,26,0.053066,"S51","Row","Public",2611,"FRPE","FR","S","51"
"2612","2739","N/A","S51","TITO","Tilia tomentosa","Tilia","-73.641603","45.466015",6.4,6,0.002826,"S51","Row","Public",2612,"TITO","TI","S","51"
"2613","1992","N/A","S51","LQSTMO","Liquidambar styraciflua 'Moraine'","Liquidambar","-73.641696","45.466051",5.2,5,0.0019625,"S51","Row","Public",2613,"LQSTMO","LQ","S","51"
"2614","2889","N/A","S51","ACPL","Acer platanoides 'Emerald Queen'","Acer","-73.641982","45.466162",19.9,20,0.0314,"S51","Row","Public",2614,"ACPL","AC","S","51"
"2615","1265","N/A","S51","TICO","Tilia cordata 'Corzam'","Tilia","-73.642098","45.466202",5.3,5,0.0019625,"S51","Row","Public",2615,"TICO","TI","S","51"
"2616","3300","N/A","S51","QUAL","Quercus alba","Quercus","-73.642243","45.46626",6,6,0.002826,"S51","Row","Public",2616,"QUAL","QU","S","51"
"2617","2486","N/A","S51","AEGL","Aesculus glabra","Aesculus","-73.642367","45.466309",5.7,6,0.002826,"S51","Row","Public",2617,"AEGL","AE","S","51"
"2618","3406","N/A","S51","ACPL","Acer platanoides 'Columnare'","Acer","-73.642528","45.466368",198.6,199,3.1086785,"S51","Row","Public",2618,"ACPL","AC","S","51"
"2619","2270","N/A","S51","ACPL","Acer platanoides","Acer","-73.642635","45.466413",77.3,77,0.4654265,"S51","Row","Public",2619,"ACPL","AC","S","51"
"2620","2271","N/A","S51","ACPL","Acer platanoides","Acer","-73.642802","45.466476",51.3,51,0.2041785,"S51","Row","Public",2620,"ACPL","AC","S","51"
"2621","2272","N/A","S51","ACPL","Acer platanoides","Acer","-73.642908","45.466516",81.1,81,0.5150385,"S51","Row","Public",2621,"ACPL","AC","S","51"
"2622","3051","N/A","S51","ACSA","Acer saccharinum","Acer","-73.643054","45.46657",4.9,5,0.0019625,"S51","Row","Public",2622,"ACSA","AC","S","51"
"2623","2273","N/A","S51","ACPL","Acer platanoides","Acer","-73.643232","45.466641",71.1,71,0.3957185,"S51","Row","Public",2623,"ACPL","AC","S","51"
"2624","1024","N/A","S51","ACFR","Acer x freemanii 'Armstrong'","Acer","-73.643147","45.466608",4.5,5,0.0019625,"S51","Row","Public",2624,"ACFR","AC","S","51"
"2625","1054","N/A","S51","ACFR","Acer x freemanii 'Autumn Blaze'","Acer","-73.643375","45.4667",33,33,0.0854865,"S51","Row","Public",2625,"ACFR","AC","S","51"
"2626","1055","N/A","S51","ACFR","Acer x freemanii 'Autumn Blaze'","Acer","-73.643494","45.46674",38.3,38,0.113354,"S51","Row","Public",2626,"ACFR","AC","S","51"
"2627","3052","N/A","S51","ACSA","Acer saccharinum","Acer","-73.640263","45.465489",6.2,6,0.002826,"S51","Row","Public",2627,"ACSA","AC","S","51"
"2628","2517","N/A","S52","FRPE","Fraxinus pennsylvanica","Fraxinus","-73.637434","45.464408",64,64,0.321536,"S52","Row","Public",2628,"FRPE","FR","S","52"
"2629","2518","N/A","S52","FRPE","Fraxinus pennsylvanica","Fraxinus","-73.637714","45.464516",63.3,63,0.3115665,"S52","Row","Public",2629,"FRPE","FR","S","52"
"2630","2519","N/A","S52","FRPE","Fraxinus pennsylvanica","Fraxinus","-73.637807","45.464547",49.7,50,0.19625,"S52","Row","Public",2630,"FRPE","FR","S","52"
"2631","1945","N/A","S52","GIBI","Ginkgo biloba","Gingko","-73.637914","45.464587",4.3,4,0.001256,"S52","Row","Public",2631,"GIBI","GI","S","52"
"2632","3454","N/A","S52","CEOC","Celtis occidentalis","Celtis","-73.638046","45.464641",37.3,37,0.1074665,"S52","Row","Public",2632,"CEOC","CE","S","52"
"2633","3053","N/A","S52","ACSA","Acer saccharinum","Acer","-73.638253","45.464717",52.1,52,0.212264,"S52","Row","Public",2633,"ACSA","AC","S","52"
"2634","2520","N/A","S52","FRPE","Fraxinus pennsylvanica","Fraxinus","-73.63833","45.464749",58.4,58,0.264074,"S52","Row","Public",2634,"FRPE","FR","S","52"
