"","X.x","Plot","Plot.code","Classification","GS.Type","Site.Type","Site.Code","Genus.Code","Species.Code","Cultivar.Code.x","Species.Latin.x","DBH","X.y","Cultivar.Code.y","Species.Latin.y","Species.Common","Native_SLL","Native_ETF","Origin.Source","Comments"
"1096",1096,"Loyola",2,"Private","Inst","I","I1009","AC","ACSA","ACSA","Acer Saccharinum",20.8,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1097",1097,"Loyola",2,"Private","Inst","I","I1009","AC","ACSA","ACSA","Acer Saccharinum",25.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1098",1098,"Loyola",2,"Private","Inst","I","I1009","AC","ACSA","ACSA","Acer Saccharinum",17,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1099",1099,"Loyola",2,"Private","Inst","I","I1009","AC","ACSA","ACSA","Acer Saccharinum",26,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1100",1100,"Loyola",2,"Private","Inst","I","I1009","AC","ACSA","ACSA","Acer Saccharinum",25.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1101",1101,"Loyola",2,"Private","Inst","I","I1009","AC","ACSA","ACSA","Acer Saccharinum",23.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1102",1102,"Loyola",2,"Private","Inst","I","I1011","AC","ACSA","ACSA","Acer Saccharinum",75.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1103",1103,"Loyola",2,"Private","Inst","I","I1011","AC","ACSA","ACSA","Acer Saccharinum",92,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1104",1104,"Loyola",2,"Private","Inst","I","I1001","AC","ACSA","ACSA","Acer Saccharinum",37.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1105",1105,"Loyola",2,"Private","Inst","I","I1010","AC","ACSA","ACSA","Acer Saccharinum",45,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1106",1106,"Loyola",2,"Private","Inst","I","I1010","AC","ACSA","ACSA","Acer Saccharinum",73.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1107",1107,"Loyola",2,"Private","Inst","I","I1010","AC","ACSA","ACSA","Acer Saccharinum",55.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1108",1108,"Loyola",2,"Private","Inst","I","I1010","AC","ACSA","ACSA","Acer Saccharinum",67.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1109",1109,"Loyola",2,"Private","Inst","I","I1010","AC","ACSA","ACSA","Acer Saccharinum",62.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1110",1110,"Loyola",2,"Private","Inst","I","I1010","AC","ACSA","ACSA","Acer Saccharinum",60.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1111",1111,"Loyola",2,"Private","Inst","I","I1016","AC","ACSA","ACSA","Acer Saccharinum",71.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1112",1112,"Loyola",2,"Private","Inst","I","I1016","AC","ACSA","ACSA","Acer Saccharinum",13.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1113",1113,"Loyola",2,"Private","Inst","I","I1016","AC","ACSA","ACSA","Acer Saccharinum",48.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1114",1114,"Loyola",2,"Private","Inst","I","I1016","AC","ACSA","ACSA","Acer Saccharinum",73.8,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1115",1115,"Loyola",2,"Private","Inst","I","I1016","AC","ACSA","ACSA","Acer Saccharinum",34.7,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1116",1116,"Loyola",2,"Private","Inst","I","I1016","AC","ACSA","ACSA","Acer Saccharinum",46.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1117",1117,"Loyola",2,"Private","Inst","I","I1016","AC","ACSA","ACSA","Acer Saccharinum",41.7,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1118",1118,"Loyola",2,"Private","Inst","I","I1016","AC","ACSA","ACSA","Acer Saccharinum",45.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1119",1119,"Loyola",2,"Private","Inst","I","I1016","AC","ACSA","ACSA","Acer Saccharinum",48.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1120",1120,"Loyola",2,"Private","Inst","I","I1016","AC","ACSA","ACSA","Acer Saccharinum",61.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1121",1121,"Loyola",2,"Private","Inst","I","I1005","AC","ACSA","ACSA","Acer Saccharinum",48.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1122",1122,"Loyola",2,"Private","Inst","I","I1005","AC","ACSA","ACSA","Acer Saccharinum",80.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1123",1123,"Loyola",2,"Private","Inst","I","I1005","AC","ACSA","ACSA","Acer Saccharinum",81.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1124",1124,"Loyola",2,"Private","Inst","I","I1005","AC","ACSA","ACSA","Acer Saccharinum",109.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1125",1125,"Loyola",2,"Private","Inst","I","I1005","AC","ACSA","ACSA","Acer Saccharinum",78.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1126",1126,"Loyola",2,"Private","Inst","I","I1005","AC","ACSA","ACSA","Acer Saccharinum",41.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1127",1127,"Loyola",2,"Private","Inst","I","I1005","AC","ACSA","ACSA","Acer Saccharinum",84.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1128",1128,"Loyola",2,"Private","Inst","I","I1005","AC","ACSA","ACSA","Acer Saccharinum",48,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1129",1129,"Loyola",2,"Private","Inst","I","I1005","AC","ACSA","ACSA","Acer Saccharinum",44.8,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1130",1130,"Loyola",2,"Private","Inst","I","I1006","AC","ACSA","ACSA","Acer Saccharinum",7.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1131",1131,"Loyola",2,"Private","Inst","I","I1006","AC","ACSA","ACSA","Acer Saccharinum",59.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1132",1132,"Loyola",2,"Private","Inst","I","I1006","AC","ACSA","ACSA","Acer Saccharinum",54.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1133",1133,"Loyola",2,"Private","Inst","I","I1006","AC","ACSA","ACSA","Acer Saccharinum",54.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1134",1134,"Loyola",2,"Private","Inst","I","I1006","AC","ACSA","ACSA","Acer Saccharinum",52.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1135",1135,"Loyola",2,"Private","Inst","I","I1006","AC","ACSA","ACSA","Acer Saccharinum",46,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1136",1136,"Loyola",2,"Private","Inst","I","I1006","AC","ACSA","ACSA","Acer Saccharinum",81.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1137",1137,"Loyola",2,"Private","Inst","I","I1006","AC","ACSA","ACSA","Acer Saccharinum",65,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1138",1138,"Loyola",2,"Private","Inst","I","I1006","AC","ACSA","ACSA","Acer Saccharinum",19.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1139",1139,"Loyola",2,"Private","Inst","I","I1006","AC","ACSA","ACSA","Acer Saccharinum",21.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1140",1140,"Loyola",2,"Private","Inst","I","I1006","AC","ACSA","ACSA","Acer Saccharinum",62,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1141",1141,"Loyola",2,"Private","Inst","I","I1006","AC","ACSA","ACSA","Acer Saccharinum",49.7,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1142",1142,"Loyola",2,"Public","Row","S","S1107","AC","ACSA","ACSA","Acer saccharinum",48.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1143",1143,"Loyola",2,"Public","Row","S","S1107","AC","ACSA","ACSA","Acer saccharinum",85.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1144",1144,"Loyola",2,"Public","Row","S","S1107","AC","ACSA","ACSA","Acer saccharinum",47.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1145",1145,"Loyola",2,"Public","Row","S","S1002","AC","ACSA","ACSA","Acer saccharinum",65.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1146",1146,"Loyola",2,"Public","Row","S","S1002","AC","ACSA","ACSA","Acer saccharinum",126.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1147",1147,"Loyola",2,"Public","Row","S","S1002","AC","ACSA","ACSA","Acer saccharinum",101.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1148",1148,"Loyola",2,"Public","Row","S","S1002","AC","ACSA","ACSA","Acer saccharinum",74.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1149",1149,"Loyola",2,"Public","Row","S","S1002","AC","ACSA","ACSA","Acer saccharinum",81.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1150",1150,"Loyola",2,"Public","Row","S","S1005","AC","ACSA","ACSA","Acer saccharinum",45,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1151",1151,"Loyola",2,"Public","Row","S","S1005","AC","ACSA","ACSA","Acer saccharinum",60.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1152",1152,"Loyola",2,"Public","Row","S","S1009","AC","ACSA","ACSA","Acer saccharinum",55.8,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1153",1153,"Loyola",2,"Public","Row","S","S1009","AC","ACSA","ACSA","Acer saccharinum",35,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1154",1154,"Loyola",2,"Public","Row","S","S1009","AC","ACSA","ACSA","Acer saccharinum",53.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1155",1155,"Loyola",2,"Public","Row","S","S1009","AC","ACSA","ACSA","Acer saccharinum",57.8,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1156",1156,"Loyola",2,"Public","Row","S","S1009","AC","ACSA","ACSA","Acer saccharinum",43.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1157",1157,"Loyola",2,"Public","Row","S","S1009","AC","ACSA","ACSA","Acer saccharinum",58.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1158",1158,"Loyola",2,"Public","Row","S","S1009","AC","ACSA","ACSA","Acer saccharinum",53.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1159",1159,"Loyola",2,"Public","Row","S","S1009","AC","ACSA","ACSA","Acer saccharinum",61.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1160",1160,"Loyola",2,"Public","Row","S","S1009","AC","ACSA","ACSA","Acer saccharinum",55.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1161",1161,"Loyola",2,"Public","Row","S","S1009","AC","ACSA","ACSA","Acer saccharinum",45.8,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1162",1162,"Loyola",2,"Public","Row","S","S1010","AC","ACSA","ACSA","Acer saccharinum",98.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1163",1163,"Loyola",2,"Public","Row","S","S1010","AC","ACSA","ACSA","Acer saccharinum",51,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1164",1164,"Loyola",2,"Public","Row","S","S1010","AC","ACSA","ACSA","Acer saccharinum",62.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1165",1165,"Loyola",2,"Public","Row","S","S1011","AC","ACSA","ACSA","Acer saccharinum",99.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1166",1166,"Loyola",2,"Public","Row","S","S1011","AC","ACSA","ACSA","Acer saccharinum",49.7,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1167",1167,"Loyola",2,"Public","Row","S","S1011","AC","ACSA","ACSA","Acer saccharinum",64.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1168",1168,"Loyola",2,"Public","Row","S","S1012","AC","ACSA","ACSA","Acer saccharinum",73.7,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1169",1169,"Loyola",2,"Public","Row","S","S1013","AC","ACSA","ACSA","Acer saccharinum",71.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1170",1170,"Loyola",2,"Public","Row","S","S1013","AC","ACSA","ACSA","Acer saccharinum",80,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1171",1171,"Loyola",2,"Public","Row","S","S1013","AC","ACSA","ACSA","Acer saccharinum",90.8,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1172",1172,"Loyola",2,"Public","Row","S","S1013","AC","ACSA","ACSA","Acer saccharinum",73.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1173",1173,"Loyola",2,"Public","Row","S","S1013","AC","ACSA","ACSA","Acer saccharinum",74.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1174",1174,"Loyola",2,"Public","Row","S","S1013","AC","ACSA","ACSA","Acer saccharinum",74.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1175",1175,"Loyola",2,"Public","Row","S","S1013","AC","ACSA","ACSA","Acer saccharinum",72.8,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1176",1176,"Loyola",2,"Public","Row","S","S1014","AC","ACSA","ACSA","Acer saccharinum",88.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1177",1177,"Loyola",2,"Public","Row","S","S1014","AC","ACSA","ACSA","Acer saccharinum",66.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1178",1178,"Loyola",2,"Public","Row","S","S1014","AC","ACSA","ACSA","Acer saccharinum",59.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1179",1179,"Loyola",2,"Public","Row","S","S1014","AC","ACSA","ACSA","Acer saccharinum",83.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1180",1180,"Loyola",2,"Public","Row","S","S1014","AC","ACSA","ACSA","Acer Saccharinum",67.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1181",1181,"Loyola",2,"Public","Row","S","S1014","AC","ACSA","ACSA","Acer saccharinum",88.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1182",1182,"Loyola",2,"Public","Row","S","S1015","AC","ACSA","ACSA","Acer saccharinum",102.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1183",1183,"Loyola",2,"Public","Row","S","S1015","AC","ACSA","ACSA","Acer saccharinum",48.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1184",1184,"Loyola",2,"Public","Row","S","S1015","AC","ACSA","ACSA","Acer saccharinum",52.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1185",1185,"Loyola",2,"Public","Row","S","S1015","AC","ACSA","ACSA","Acer saccharinum",62.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1186",1186,"Loyola",2,"Public","Row","S","S1015","AC","ACSA","ACSA","Acer saccharinum",77.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1187",1187,"Loyola",2,"Public","Row","S","S1015","AC","ACSA","ACSA","Acer saccharinum",68.7,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1188",1188,"Loyola",2,"Public","Row","S","S1015","AC","ACSA","ACSA","Acer saccharinum",60.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1189",1189,"Loyola",2,"Public","Row","S","S1015","AC","ACSA","ACSA","Acer saccharinum",73.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1190",1190,"Loyola",2,"Public","Row","S","S1015","AC","ACSA","ACSA","Acer saccharinum",60.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1191",1191,"Loyola",2,"Public","Row","S","S1016","AC","ACSA","ACSA","Acer saccharinum",57.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1192",1192,"Loyola",2,"Public","Row","S","S1016","AC","ACSA","ACSA","Acer saccharinum",101.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1193",1193,"Loyola",2,"Public","Row","S","S1016","AC","ACSA","ACSA","Acer saccharinum",79.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1194",1194,"Loyola",2,"Public","Row","S","S1016","AC","ACSA","ACSA","Acer saccharinum",87.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1195",1195,"Loyola",2,"Public","Row","S","S1017","AC","ACSA","ACSA","Acer saccharinum",84,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1196",1196,"Loyola",2,"Public","Row","S","S1017","AC","ACSA","ACSA","Acer saccharinum",75.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1197",1197,"Loyola",2,"Public","Row","S","S1017","AC","ACSA","ACSA","Acer saccharinum",95,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1198",1198,"Loyola",2,"Public","Row","S","S1017","AC","ACSA","ACSA","Acer saccharinum",87.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1199",1199,"Loyola",2,"Public","Row","S","S1017","AC","ACSA","ACSA","Acer saccharinum",71.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1200",1200,"Loyola",2,"Public","Row","S","S1017","AC","ACSA","ACSA","Acer saccharinum",79.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1201",1201,"Loyola",2,"Public","Row","S","S1018","AC","ACSA","ACSA","Acer saccharinum",69.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1202",1202,"Loyola",2,"Public","Row","S","S1018","AC","ACSA","ACSA","Acer saccharinum",86.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1203",1203,"Loyola",2,"Public","Row","S","S1018","AC","ACSA","ACSA","Acer saccharinum",89.8,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1204",1204,"Loyola",2,"Public","Row","S","S1018","AC","ACSA","ACSA","Acer saccharinum",153.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1205",1205,"Loyola",2,"Public","Row","S","S1019","AC","ACSA","ACSA","Acer saccharinum",110.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1206",1206,"Loyola",2,"Public","Row","S","S1019","AC","ACSA","ACSA","Acer saccharinum",96.7,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1207",1207,"Loyola",2,"Public","Row","S","S1020","AC","ACSA","ACSA","Acer saccharinum",62.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1208",1208,"Loyola",2,"Public","Row","S","S1020","AC","ACSA","ACSA","Acer saccharinum",52.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1209",1209,"Loyola",2,"Public","Row","S","S1023","AC","ACSA","ACSA","Acer saccharinum",81.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1210",1210,"Loyola",2,"Public","Row","S","S1023","AC","ACSA","ACSA","Acer saccharinum",19.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1211",1211,"Loyola",2,"Public","Row","S","S1024","AC","ACSA","ACSA","Acer saccharinum",76.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1212",1212,"Loyola",2,"Public","Row","S","S1025","AC","ACSA","ACSA","Acer saccharinum",97.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1213",1213,"Loyola",2,"Public","Row","S","S1025","AC","ACSA","ACSA","Acer saccharinum",75.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1214",1214,"Loyola",2,"Public","Row","S","S1025","AC","ACSA","ACSA","Acer saccharinum",54.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1215",1215,"Loyola",2,"Public","Row","S","S1025","AC","ACSA","ACSA","Acer saccharinum",81.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1216",1216,"Loyola",2,"Public","Row","S","S1028","AC","ACSA","ACSA","Acer saccharinum",64.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1217",1217,"Loyola",2,"Public","Row","S","S1028","AC","ACSA","ACSA","Acer saccharinum",107.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1218",1218,"Loyola",2,"Public","Row","S","S1028","AC","ACSA","ACSA","Acer saccharinum",63.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1219",1219,"Loyola",2,"Public","Row","S","S1028","AC","ACSA","ACSA","Acer saccharinum",47.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1220",1220,"Loyola",2,"Public","Row","S","S1028","AC","ACSA","ACSA","Acer saccharinum",89,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1221",1221,"Loyola",2,"Public","Row","S","S1029","AC","ACSA","ACSA","Acer saccharinum",63.8,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1222",1222,"Loyola",2,"Public","Row","S","S1029","AC","ACSA","ACSA","Acer saccharinum",69.8,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1223",1223,"Loyola",2,"Public","Row","S","S1029","AC","ACSA","ACSA","Acer saccharinum",55.8,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1224",1224,"Loyola",2,"Public","Row","S","S1029","AC","ACSA","ACSA","Acer saccharinum",100,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1225",1225,"Loyola",2,"Public","Row","S","S1029","AC","ACSA","ACSA","Acer saccharinum",83.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1226",1226,"Loyola",2,"Public","Row","S","S1029","AC","ACSA","ACSA","Acer saccharinum",56.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1227",1227,"Loyola",2,"Public","Row","S","S1029","AC","ACSA","ACSA","Acer saccharinum",71,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1228",1228,"Loyola",2,"Public","Row","S","S1029","AC","ACSA","ACSA","Acer saccharinum",69.7,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1229",1229,"Loyola",2,"Public","Row","S","S1030","AC","ACSA","ACSA","Acer saccharinum",51.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1230",1230,"Loyola",2,"Public","Row","S","S1030","AC","ACSA","ACSA","Acer saccharinum",63.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1231",1231,"Loyola",2,"Public","Row","S","S1108","AC","ACSA","ACSA","Acer saccharinum",48.8,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1232",1232,"Loyola",2,"Public","Row","S","S1108","AC","ACSA","ACSA","Acer saccharinum",61.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1233",1233,"Loyola",2,"Public","Row","S","S1108","AC","ACSA","ACSA","Acer saccharinum",60.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1234",1234,"Loyola",2,"Public","Row","S","S1108","AC","ACSA","ACSA","Acer saccharinum",43.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1235",1235,"Loyola",2,"Public","Row","S","S1108","AC","ACSA","ACSA","Acer saccharinum",66.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1236",1236,"Loyola",2,"Public","Row","S","S1108","AC","ACSA","ACSA","Acer saccharinum",62.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1237",1237,"Loyola",2,"Public","Row","S","S1108","AC","ACSA","ACSA","Acer saccharinum",99.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1238",1238,"Loyola",2,"Public","Row","S","S1108","AC","ACSA","ACSA","Acer saccharinum",73.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1239",1239,"Loyola",2,"Public","Row","S","S1108","AC","ACSA","ACSA","Acer saccharinum",74,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1240",1240,"Loyola",2,"Public","Row","S","S1108","AC","ACSA","ACSA","Acer saccharinum",71,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1241",1241,"Loyola",2,"Public","Row","S","S1108","AC","ACSA","ACSA","Acer saccharinum",64.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1242",1242,"Loyola",2,"Public","Row","S","S1108","AC","ACSA","ACSA","Acer saccharinum",84.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1243",1243,"Loyola",2,"Public","Row","S","S1031","AC","ACSA","ACSA","Acer saccharinum",106.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
