"","X.x","Plot","Plot.code","Classification","GS.Type","Site.Type","Site.Code","Genus.Code","Species.Code","Cultivar.Code.x","Species.Latin.x","DBH","X.y","Cultivar.Code.y","Species.Latin.y","Species.Common","Native_SLL","Native_ETF","Origin.Source","Comments"
"1244",1244,"Loyola",2,"Public","Row","S","S1031","AC","ACSA","ACSA","Acer saccharinum",70.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1245",1245,"Loyola",2,"Public","Row","S","S1031","AC","ACSA","ACSA","Acer saccharinum",90,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1246",1246,"Loyola",2,"Public","Row","S","S1031","AC","ACSA","ACSA","Acer saccharinum",75.7,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1247",1247,"Loyola",2,"Public","Row","S","S1031","AC","ACSA","ACSA","Acer saccharinum",84.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1248",1248,"Loyola",2,"Public","Row","S","S1031","AC","ACSA","ACSA","Acer saccharinum",74.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1249",1249,"Loyola",2,"Public","Row","S","S1031","AC","ACSA","ACSA","Acer saccharinum",68.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1250",1250,"Loyola",2,"Public","Row","S","S1031","AC","ACSA","ACSA","Acer saccharinum",113.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1251",1251,"Loyola",2,"Public","Row","S","S1031","AC","ACSA","ACSA","Acer saccharinum",74.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1252",1252,"Loyola",2,"Public","Row","S","S1031","AC","ACSA","ACSA","Acer saccharinum",84.8,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1253",1253,"Loyola",2,"Public","Row","S","S1031","AC","ACSA","ACSA","Acer saccharinum",67.7,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1254",1254,"Loyola",2,"Public","Row","S","S1031","AC","ACSA","ACSA","Acer saccharinum",69.7,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1255",1255,"Loyola",2,"Public","Row","S","S1031","AC","ACSA","ACSA","Acer saccharinum",48.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1256",1256,"Loyola",2,"Public","Row","S","S1032","AC","ACSA","ACSA","Acer saccharinum",78.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1257",1257,"Loyola",2,"Public","Row","S","S1032","AC","ACSA","ACSA","Acer saccharinum",52.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1258",1258,"Loyola",2,"Public","Row","S","S1032","AC","ACSA","ACSA","Acer saccharinum",87.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1259",1259,"Loyola",2,"Public","Row","S","S1032","AC","ACSA","ACSA","Acer saccharinum",76.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1260",1260,"Loyola",2,"Public","Row","S","S1032","AC","ACSA","ACSA","Acer saccharinum",88.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1261",1261,"Loyola",2,"Public","Row","S","S1032","AC","ACSA","ACSA","Acer saccharinum",78.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1262",1262,"Loyola",2,"Public","Row","S","S1032","AC","ACSA","ACSA","Acer saccharinum",68,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1263",1263,"Loyola",2,"Public","Row","S","S1032","AC","ACSA","ACSA","Acer saccharinum",56.7,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1264",1264,"Loyola",2,"Public","Row","S","S1032","AC","ACSA","ACSA","Acer saccharinum",68.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1265",1265,"Loyola",2,"Public","Row","S","S1032","AC","ACSA","ACSA","Acer saccharinum",42.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1266",1266,"Loyola",2,"Public","Row","S","S1032","AC","ACSA","ACSA","Acer saccharinum",62.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1267",1267,"Loyola",2,"Public","Row","S","S1032","AC","ACSA","ACSA","Acer saccharinum",74.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1268",1268,"Loyola",2,"Public","Row","S","S1032","AC","ACSA","ACSA","Acer saccharinum",56.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1269",1269,"Loyola",2,"Public","Row","S","S1032","AC","ACSA","ACSA","Acer saccharinum",61.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1270",1270,"Loyola",2,"Public","Row","S","S1032","AC","ACSA","ACSA","Acer saccharinum",70.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1271",1271,"Loyola",2,"Public","Row","S","S1032","AC","ACSA","ACSA","Acer saccharinum",105.8,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1272",1272,"Loyola",2,"Public","Row","S","S1033","AC","ACSA","ACSA","Acer saccharinum",87.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1273",1273,"Loyola",2,"Public","Row","S","S1033","AC","ACSA","ACSA","Acer saccharinum",68.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1274",1274,"Loyola",2,"Public","Row","S","S1034","AC","ACSA","ACSA","Acer saccharinum",63.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1275",1275,"Loyola",2,"Public","Row","S","S1035","AC","ACSA","ACSA","Acer saccharinum",81.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1276",1276,"Loyola",2,"Public","Row","S","S1035","AC","ACSA","ACSA","Acer saccharinum",76.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1277",1277,"Loyola",2,"Public","Row","S","S1036","AC","ACSA","ACSA","Acer saccharinum 'Montréal'",5.7,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1278",1278,"Loyola",2,"Public","Row","S","S1036","AC","ACSA","ACSA","Acer saccharinum",5.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1279",1279,"Loyola",2,"Public","Row","S","S1040","AC","ACSA","ACSA","Acer saccharinum",95.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1280",1280,"Loyola",2,"Public","Row","S","S1041","AC","ACSA","ACSA","Acer saccharinum",82.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1281",1281,"Loyola",2,"Public","Row","S","S1041","AC","ACSA","ACSA","Acer saccharinum",57,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1282",1282,"Loyola",2,"Public","Row","S","S1042","AC","ACSA","ACSA","Acer saccharinum",68.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1283",1283,"Loyola",2,"Public","Row","S","S1042","AC","ACSA","ACSA","Acer saccharinum",88.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1284",1284,"Loyola",2,"Public","Row","S","S1042","AC","ACSA","ACSA","Acer saccharinum",100.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1285",1285,"Loyola",2,"Public","Row","S","S1042","AC","ACSA","ACSA","Acer saccharinum",81.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1286",1286,"Loyola",2,"Public","Row","S","S1042","AC","ACSA","ACSA","Acer saccharinum",78.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1287",1287,"Loyola",2,"Public","Row","S","S1042","AC","ACSA","ACSA","Acer saccharinum",76.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1288",1288,"Loyola",2,"Public","Row","S","S1042","AC","ACSA","ACSA","Acer saccharinum",92.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1289",1289,"Loyola",2,"Public","Row","S","S1042","AC","ACSA","ACSA","Acer saccharinum",89,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1290",1290,"Loyola",2,"Public","Row","S","S1042","AC","ACSA","ACSA","Acer saccharinum",77.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1291",1291,"Loyola",2,"Public","Row","S","S1042","AC","ACSA","ACSA","Acer saccharinum",97.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1292",1292,"Loyola",2,"Public","Row","S","S1042","AC","ACSA","ACSA","Acer saccharinum",75.8,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1293",1293,"Loyola",2,"Public","Row","S","S1044","AC","ACSA","ACSA","Acer saccharinum",76.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1294",1294,"Loyola",2,"Public","Row","S","S1045","AC","ACSA","ACSA","Acer saccharinum",97.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1295",1295,"Loyola",2,"Public","Row","S","S1045","AC","ACSA","ACSA","Acer saccharinum",107.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1296",1296,"Loyola",2,"Public","Row","S","S1045","AC","ACSA","ACSA","Acer saccharinum",104,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1297",1297,"Loyola",2,"Public","Row","S","S1046","AC","ACSA","ACSA","Acer saccharinum",83.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1298",1298,"Loyola",2,"Public","Row","S","S1046","AC","ACSA","ACSA","Acer saccharinum",74.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1299",1299,"Loyola",2,"Public","Row","S","S1046","AC","ACSA","ACSA","Acer saccharinum",84.7,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1300",1300,"Loyola",2,"Public","Row","S","S1046","AC","ACSA","ACSA","Acer saccharinum",104.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1301",1301,"Loyola",2,"Public","Row","S","S1046","AC","ACSA","ACSA","Acer saccharinum",83.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1302",1302,"Loyola",2,"Public","Row","S","S1046","AC","ACSA","ACSA","Acer saccharinum",89.8,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1303",1303,"Loyola",2,"Public","Row","S","S1046","AC","ACSA","ACSA","Acer saccharinum",86.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1304",1304,"Loyola",2,"Public","Row","S","S1046","AC","ACSA","ACSA","Acer saccharinum",79.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1305",1305,"Loyola",2,"Public","Row","S","S1046","AC","ACSA","ACSA","Acer saccharinum",72.7,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1306",1306,"Loyola",2,"Public","Row","S","S1047","AC","ACSA","ACSA","Acer saccharinum",92.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1307",1307,"Loyola",2,"Public","Row","S","S1047","AC","ACSA","ACSA","Acer saccharinum",85.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1308",1308,"Loyola",2,"Public","Row","S","S1048","AC","ACSA","ACSA","Acer saccharinum",52.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1309",1309,"Loyola",2,"Public","Row","S","S1048","AC","ACSA","ACSA","Acer saccharinum",56.7,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1310",1310,"Loyola",2,"Public","Row","S","S1049","AC","ACSA","ACSA","Acer saccharinum",64,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1311",1311,"Loyola",2,"Public","Row","S","S1049","AC","ACSA","ACSA","Acer saccharinum",55.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1312",1312,"Loyola",2,"Public","Row","S","S1050","AC","ACSA","ACSA","Acer saccharinum",85.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1313",1313,"Loyola",2,"Public","Row","S","S1051","AC","ACSA","ACSA","Acer saccharinum",4.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1314",1314,"Loyola",2,"Public","Row","S","S1051","AC","ACSA","ACSA","Acer saccharinum",6.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1315",1315,"Loyola",2,"Public","Row","S","S1052","AC","ACSA","ACSA","Acer saccharinum",52.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1316",1316,"Loyola",2,"Public","Row","S","S1109","AC","ACSA","ACSA","Acer saccharinum",94.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1317",1317,"Loyola",2,"Public","Row","S","S1109","AC","ACSA","ACSA","Acer saccharinum",63.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1318",1318,"Loyola",2,"Public","Row","S","S1109","AC","ACSA","ACSA","Acer saccharinum",82,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1319",1319,"Loyola",2,"Public","Row","S","S1054","AC","ACSA","ACSA","Acer saccharinum",103.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1320",1320,"Loyola",2,"Public","Row","S","S1055","AC","ACSA","ACSA","Acer saccharinum",65.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1321",1321,"Loyola",2,"Public","Row","S","S1055","AC","ACSA","ACSA","Acer saccharinum",43.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1322",1322,"Loyola",2,"Public","Row","S","S1055","AC","ACSA","ACSA","Acer saccharinum",72.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1323",1323,"Loyola",2,"Public","Row","S","S1056","AC","ACSA","ACSA","Acer saccharinum",76.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1324",1324,"Loyola",2,"Public","Row","S","S1056","AC","ACSA","ACSA","Acer saccharinum",56.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1325",1325,"Loyola",2,"Public","Row","S","S1056","AC","ACSA","ACSA","Acer saccharinum",103.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1326",1326,"Loyola",2,"Public","Row","S","S1057","AC","ACSA","ACSA","Acer saccharinum",86.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1327",1327,"Loyola",2,"Public","Row","S","S1057","AC","ACSA","ACSA","Acer saccharinum",33.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1328",1328,"Loyola",2,"Public","Row","S","S1057","AC","ACSA","ACSA","Acer saccharinum",95,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1329",1329,"Loyola",2,"Public","Row","S","S1057","AC","ACSA","ACSA","Acer saccharinum",57.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1330",1330,"Loyola",2,"Public","Row","S","S1057","AC","ACSA","ACSA","Acer saccharinum",53.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1331",1331,"Loyola",2,"Public","Row","S","S1057","AC","ACSA","ACSA","Acer saccharinum",66.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1332",1332,"Loyola",2,"Public","Row","S","S1058","AC","ACSA","ACSA","Acer saccharinum",102.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1333",1333,"Loyola",2,"Public","Row","S","S1059","AC","ACSA","ACSA","Acer saccharinum",89,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1334",1334,"Loyola",2,"Public","Row","S","S1060","AC","ACSA","ACSA","Acer saccharinum",77.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1335",1335,"Loyola",2,"Public","Row","S","S1061","AC","ACSA","ACSA","Acer saccharinum",65.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1336",1336,"Loyola",2,"Public","Row","S","S1061","AC","ACSA","ACSA","Acer saccharinum",85.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1337",1337,"Loyola",2,"Public","Row","S","S1062","AC","ACSA","ACSA","Acer saccharinum",99,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1338",1338,"Loyola",2,"Public","Row","S","S1062","AC","ACSA","ACSA","Acer saccharinum",101.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1339",1339,"Loyola",2,"Public","Row","S","S1063","AC","ACSA","ACSA","Acer saccharinum",72.8,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1340",1340,"Loyola",2,"Public","Row","S","S1063","AC","ACSA","ACSA","Acer saccharinum",109,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1341",1341,"Loyola",2,"Public","Row","S","S1063","AC","ACSA","ACSA","Acer saccharinum",68.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1342",1342,"Loyola",2,"Public","Row","S","S1063","AC","ACSA","ACSA","Acer saccharinum",126.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1343",1343,"Loyola",2,"Public","Row","S","S1064","AC","ACSA","ACSA","Acer saccharinum",79.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1344",1344,"Loyola",2,"Public","Row","S","S1064","AC","ACSA","ACSA","Acer saccharinum",73.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1345",1345,"Loyola",2,"Public","Row","S","S1064","AC","ACSA","ACSA","Acer saccharinum",80.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1346",1346,"Loyola",2,"Public","Row","S","S1068","AC","ACSA","ACSA","Acer saccharinum 'Pyramidalis'",36.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1347",1347,"Loyola",2,"Public","Row","S","S1070","AC","ACSA","ACSA","Acer saccharinum",61.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1348",1348,"Loyola",2,"Public","Row","S","S1072","AC","ACSA","ACSA","Acer saccharinum",100.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1349",1349,"Loyola",2,"Public","Row","S","S1073","AC","ACSA","ACSA","Acer saccharinum",66,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1350",1350,"Loyola",2,"Public","Row","S","S1073","AC","ACSA","ACSA","Acer saccharinum",93.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1351",1351,"Loyola",2,"Public","Row","S","S1073","AC","ACSA","ACSA","Acer saccharinum",17,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1352",1352,"Loyola",2,"Public","Row","S","S1073","AC","ACSA","ACSA","Acer saccharinum",81.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1353",1353,"Loyola",2,"Public","Row","S","S1073","AC","ACSA","ACSA","Acer saccharinum",73.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1354",1354,"Loyola",2,"Public","Row","S","S1073","AC","ACSA","ACSA","Acer saccharinum",78.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1355",1355,"Loyola",2,"Public","Row","S","S1073","AC","ACSA","ACSA","Acer saccharinum",56.3,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1356",1356,"Loyola",2,"Public","Row","S","S1073","AC","ACSA","ACSA","Acer saccharinum",54.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1357",1357,"Loyola",2,"Public","Row","S","S1073","AC","ACSA","ACSA","Acer saccharinum",71.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1358",1358,"Loyola",2,"Public","Row","S","S1073","AC","ACSA","ACSA","Acer saccharinum",47.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1359",1359,"Loyola",2,"Public","Row","S","S1073","AC","ACSA","ACSA","Acer saccharinum",58.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1360",1360,"Loyola",2,"Public","Row","S","S1073","AC","ACSA","ACSA","Acer saccharinum",69.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1361",1361,"Loyola",2,"Public","Row","S","S1073","AC","ACSA","ACSA","Acer saccharinum",67.7,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1362",1362,"Loyola",2,"Public","Row","S","S1073","AC","ACSA","ACSA","Acer saccharinum",70.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1363",1363,"Loyola",2,"Public","Row","S","S1073","AC","ACSA","ACSA","Acer saccharinum",60.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1364",1364,"Loyola",2,"Public","Row","S","S1073","AC","ACSA","ACSA","Acer saccharinum",62.7,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1365",1365,"Loyola",2,"Public","Row","S","S1075","AC","ACSA","ACSA","Acer saccharinum",138.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1366",1366,"Loyola",2,"Public","Row","S","S1075","AC","ACSA","ACSA","Acer saccharinum",103.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1367",1367,"Loyola",2,"Public","Row","S","S1075","AC","ACSA","ACSA","Acer saccharinum",53.6,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1368",1368,"Loyola",2,"Public","Row","S","S1075","AC","ACSA","ACSA","Acer saccharinum",150.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1369",1369,"Loyola",2,"Public","Row","S","S1075","AC","ACSA","ACSA","Acer saccharinum",29.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1370",1370,"Loyola",2,"Public","Row","S","S1075","AC","ACSA","ACSA","Acer saccharinum",25.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1371",1371,"Loyola",2,"Public","Row","S","S1075","AC","ACSA","ACSA","Acer saccharinum",NA,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1372",1372,"Loyola",2,"Public","Row","S","S1075","AC","ACSA","ACSA","Acer saccharinum",52.5,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1373",1373,"Loyola",2,"Public","Row","S","S1075","AC","ACSA","ACSA","Acer saccharinum",79.7,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1374",1374,"Loyola",2,"Public","Row","S","S1075","AC","ACSA","ACSA","Acer saccharinum",75.2,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1375",1375,"Loyola",2,"Public","Row","S","S1076","AC","ACSA","ACSA","Acer saccharinum",88.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1376",1376,"Loyola",2,"Public","Row","S","S1076","AC","ACSA","ACSA","Acer saccharinum",61.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1377",1377,"Loyola",2,"Public","Row","S","S1078","AC","ACSA","ACSA","Acer saccharinum",75.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1378",1378,"Loyola",2,"Public","Row","S","S1079","AC","ACSA","ACSA","Acer saccharinum",6.4,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1379",1379,"Loyola",2,"Public","Row","S","S1081","AC","ACSA","ACSA","Acer saccharinum",104.1,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
"1380",1380,"Loyola",2,"Public","Row","S","S1082","AC","ACSA","ACSA","Acer saccharinum",22.9,10,"ACSA","Acer saccharinum","Silver Maple","Y","Y","USDA/LM",""
